      0	  0.000000000E+00	  1.999940491E-10
      1	  1.000000000E-06	  1.999940491E-10
      2	  2.000000000E-06	  1.999940491E-10
      3	  3.000000000E-06	  1.999940491E-10
      4	  4.000000000E-06	  1.999940491E-10
      5	  5.000000000E-06	  1.999940491E-10
      6	  6.000000000E-06	  1.999940491E-10
      7	  7.000000000E-06	  1.958131435E-10
      8	  8.000000000E-06	  1.878297518E-10
      9	  9.000000000E-06	  1.796204990E-10
     10	  1.000000000E-05	  1.706544350E-10
     11	  1.100000000E-05	  1.625489604E-10
     12	  1.200000000E-05	  1.549378681E-10
     13	  1.300000000E-05	  1.472901523E-10
     14	  1.400000000E-05	  1.391907839E-10
     15	  1.500000000E-05	  1.326417032E-10
     16	  1.600000000E-05	  1.269593319E-10
     17	  1.700000000E-05	  1.220093748E-10
     18	  1.800000000E-05	  1.174866593E-10
     19	  1.900000000E-05	  1.140076575E-10
     20	  2.000000000E-05	  1.111695250E-10
     21	  2.100000000E-05	  1.085511125E-10
     22	  2.200000000E-05	  1.061524202E-10
     23	  2.300000000E-05	  1.042847475E-10
     24	  2.400000000E-05	  1.024536914E-10
     25	  2.500000000E-05	  1.008423622E-10
     26	  2.600000000E-05	  9.938972562E-11
     27	  2.700000000E-05	  9.792488348E-11
     28	  2.800000000E-05	  9.689338915E-11
     29	  2.900000000E-05	  9.577644233E-11
     30	  3.000000000E-05	  9.473884871E-11
     31	  3.100000000E-05	  9.389656414E-11
     32	  3.200000000E-05	  9.279792212E-11
     33	  3.300000000E-05	  9.211432311E-11
     34	  3.400000000E-05	  9.132697376E-11
     35	  3.500000000E-05	  9.046027122E-11
     36	  3.600000000E-05	  9.003912893E-11
     37	  3.700000000E-05	  8.922736161E-11
     38	  3.800000000E-05	  8.867804407E-11
     39	  3.900000000E-05	  8.823249076E-11
     40	  4.000000000E-05	  8.743903518E-11
     41	  4.100000000E-05	  8.699958115E-11
     42	  4.200000000E-05	  8.633429388E-11
     43	  4.300000000E-05	  8.582770605E-11
     44	  4.400000000E-05	  8.531501200E-11
     45	  4.500000000E-05	  8.472297169E-11
     46	  4.600000000E-05	  8.442389843E-11
     47	  4.700000000E-05	  8.386847467E-11
     48	  4.800000000E-05	  8.356330211E-11
     49	  4.900000000E-05	  8.306891286E-11
     50	  5.000000000E-05	  8.264167128E-11
      0	  0.000000000E+00	  1.999940491E-10
      1	  1.000000000E-06	  1.999940491E-10
      2	  2.000000000E-06	  1.999940491E-10
      3	  3.000000000E-06	  1.999940491E-10
      4	  4.000000000E-06	  1.999940491E-10
      5	  5.000000000E-06	  1.999940491E-10
      6	  6.000000000E-06	  1.999940491E-10
      7	  7.000000000E-06	  1.999940491E-10
      8	  8.000000000E-06	  1.986940057E-10
